sku_id,week_start,units_sold,revenue,avg_price,promo_days,holiday_days,category,subcategory,unit_cost,list_price,launch_date,promo_flag
SKU0001,2024-12-30,196,1445154.16,7486.238571428571,2,1,Small Appliances,Climate,3455.6,7729.63,2024-07-04,1
SKU0001,2025-01-06,127,981663.01,7729.63,0,0,Small Appliances,Climate,3455.6,7729.63,2024-07-04,0
SKU0001,2025-01-13,147,1136255.61,7729.63,0,0,Small Appliances,Climate,3455.6,7729.63,2024-07-04,0
SKU0001,2025-01-20,117,904366.71,7729.63,0,0,Small Appliances,Climate,3455.6,7729.63,2024-07-04,0
SKU0001,2025-01-27,118,912096.3400000001,7729.63,0,0,Small Appliances,Climate,3455.6,7729.63,2024-07-04,0
SKU0001,2025-02-03,108,834800.04,7729.63,0,0,Small Appliances,Climate,3455.6,7729.63,2024-07-04,0
SKU0001,2025-02-10,94,726585.22,7729.63,0,0,Small Appliances,Climate,3455.6,7729.63,2024-07-04,0
SKU0001,2025-02-17,137,1058959.31,7729.63,0,0,Small Appliances,Climate,3455.6,7729.63,2024-07-04,0
SKU0001,2025-02-24,81,626100.03,7729.63,0,0,Small Appliances,Climate,3455.6,7729.63,2024-07-04,0
SKU0001,2025-03-03,100,772963.0,7729.63,0,0,Small Appliances,Climate,3455.6,7729.63,2024-07-04,0
SKU0001,2025-03-10,98,757503.74,7729.63,0,0,Small Appliances,Climate,3455.6,7729.63,2024-07-04,0
SKU0001,2025-03-17,81,626100.03,7729.63,0,0,Small Appliances,Climate,3455.6,7729.63,2024-07-04,0
SKU0001,2025-03-24,115,888907.45,7729.63,0,0,Small Appliances,Climate,3455.6,7729.63,2024-07-04,0
SKU0001,2025-03-31,158,1221281.54,7729.63,0,0,Small Appliances,Climate,3455.6,7729.63,2024-07-04,0
SKU0001,2025-04-07,131,1012581.53,7729.63,0,0,Small Appliances,Climate,3455.6,7729.63,2024-07-04,0
SKU0001,2025-04-14,90,695666.7,7729.63,0,0,Small Appliances,Climate,3455.6,7729.63,2024-07-04,0
SKU0001,2025-04-21,123,950744.49,7729.63,0,0,Small Appliances,Climate,3455.6,7729.63,2024-07-04,0
SKU0001,2025-04-28,117,904366.71,7729.63,0,0,Small Appliances,Climate,3455.6,7729.63,2024-07-04,0
SKU0001,2025-05-05,127,981663.01,7729.63,0,0,Small Appliances,Climate,3455.6,7729.63,2024-07-04,0
SKU0001,2025-05-12,128,989392.64,7729.63,0,0,Small Appliances,Climate,3455.6,7729.63,2024-07-04,0
SKU0001,2025-05-19,148,1143985.24,7729.63,0,0,Small Appliances,Climate,3455.6,7729.63,2024-07-04,0
SKU0001,2025-05-26,172,1300532.79,7607.934285714286,1,0,Small Appliances,Climate,3455.6,7729.63,2024-07-04,1
SKU0001,2025-06-02,215,1478718.4500000002,6877.76,7,0,Small Appliances,Climate,3455.6,7729.63,2024-07-04,1
SKU0001,2025-06-09,123,936262.7,7486.238571428571,2,0,Small Appliances,Climate,3455.6,7729.63,2024-07-04,1
SKU0001,2025-06-16,230,1777814.9000000001,7729.63,0,0,Small Appliances,Climate,3455.6,7729.63,2024-07-04,0
SKU0001,2025-06-23,174,1344955.62,7729.63,0,0,Small Appliances,Climate,3455.6,7729.63,2024-07-04,0
SKU0001,2025-06-30,145,1120796.35,7729.63,0,0,Small Appliances,Climate,3455.6,7729.63,2024-07-04,0
SKU0001,2025-07-07,163,1259929.69,7729.63,0,0,Small Appliances,Climate,3455.6,7729.63,2024-07-04,0
SKU0001,2025-07-14,193,1491818.59,7729.63,0,0,Small Appliances,Climate,3455.6,7729.63,2024-07-04,0
SKU0001,2025-07-21,203,1569114.89,7729.63,0,0,Small Appliances,Climate,3455.6,7729.63,2024-07-04,0
SKU0001,2025-07-28,133,1028040.79,7729.63,0,0,Small Appliances,Climate,3455.6,7729.63,2024-07-04,0
SKU0001,2025-08-04,175,1352685.25,7729.63,0,0,Small Appliances,Climate,3455.6,7729.63,2024-07-04,0
SKU0001,2025-08-11,167,1290848.21,7729.63,0,1,Small Appliances,Climate,3455.6,7729.63,2024-07-04,0
SKU0001,2025-08-18,187,1445440.81,7729.63,0,0,Small Appliances,Climate,3455.6,7729.63,2024-07-04,0
SKU0001,2025-08-25,141,1089877.83,7729.63,0,0,Small Appliances,Climate,3455.6,7729.63,2024-07-04,0
SKU0002,2025-01-27,177,873532.1699999999,4935.21,0,0,Textiles,Bedding,3176.35,4935.21,2025-01-28,0
SKU0002,2025-02-03,200,987042.0,4935.21,0,0,Textiles,Bedding,3176.35,4935.21,2025-01-28,0
SKU0002,2025-02-10,243,1199256.03,4935.21,0,0,Textiles,Bedding,3176.35,4935.21,2025-01-28,0
SKU0002,2025-02-17,221,1090681.41,4935.21,0,0,Textiles,Bedding,3176.35,4935.21,2025-01-28,0
SKU0002,2025-02-24,287,1416405.27,4935.21,0,0,Textiles,Bedding,3176.35,4935.21,2025-01-28,0
SKU0002,2025-03-03,262,1293025.02,4935.21,0,0,Textiles,Bedding,3176.35,4935.21,2025-01-28,0
SKU0002,2025-03-10,206,1016653.26,4935.21,0,0,Textiles,Bedding,3176.35,4935.21,2025-01-28,0
SKU0002,2025-03-17,245,1209126.45,4935.21,0,0,Textiles,Bedding,3176.35,4935.21,2025-01-28,0
SKU0002,2025-03-24,274,1352247.54,4935.21,0,0,Textiles,Bedding,3176.35,4935.21,2025-01-28,0
SKU0002,2025-03-31,176,868596.96,4935.21,0,0,Textiles,Bedding,3176.35,4935.21,2025-01-28,0
SKU0002,2025-04-07,241,1189385.61,4935.21,0,0,Textiles,Bedding,3176.35,4935.21,2025-01-28,0
SKU0002,2025-04-14,235,1159774.35,4935.21,0,0,Textiles,Bedding,3176.35,4935.21,2025-01-28,0
SKU0002,2025-04-21,234,1154839.14,4935.21,0,0,Textiles,Bedding,3176.35,4935.21,2025-01-28,0
SKU0002,2025-04-28,263,1297960.23,4935.21,0,0,Textiles,Bedding,3176.35,4935.21,2025-01-28,0
SKU0002,2025-05-05,253,1248608.13,4935.21,0,0,Textiles,Bedding,3176.35,4935.21,2025-01-28,0
SKU0002,2025-05-12,265,1307830.65,4935.21,0,0,Textiles,Bedding,3176.35,4935.21,2025-01-28,0
SKU0002,2025-05-19,268,1322636.28,4935.21,0,0,Textiles,Bedding,3176.35,4935.21,2025-01-28,0
SKU0002,2025-05-26,223,1067781.34,4797.518571428571,1,0,Textiles,Bedding,3176.35,4935.21,2025-01-28,1
SKU0002,2025-06-02,395,1568691.96,3971.37,7,0,Textiles,Bedding,3176.35,4935.21,2025-01-28,1
SKU0002,2025-06-09,199,934878.73,4659.827142857143,2,0,Textiles,Bedding,3176.35,4935.21,2025-01-28,1
SKU0002,2025-06-16,189,932754.69,4935.21,0,0,Textiles,Bedding,3176.35,4935.21,2025-01-28,0
SKU0002,2025-06-23,203,1001847.6300000001,4935.21,0,0,Textiles,Bedding,3176.35,4935.21,2025-01-28,0
SKU0002,2025-06-30,175,863661.75,4935.21,0,0,Textiles,Bedding,3176.35,4935.21,2025-01-28,0
SKU0002,2025-07-07,203,1001847.63,4935.21,0,0,Textiles,Bedding,3176.35,4935.21,2025-01-28,0
SKU0002,2025-07-14,157,774827.97,4935.21,0,0,Textiles,Bedding,3176.35,4935.21,2025-01-28,0
SKU0002,2025-07-21,226,1115357.46,4935.21,0,0,Textiles,Bedding,3176.35,4935.21,2025-01-28,0
SKU0002,2025-07-28,196,967301.16,4935.21,0,0,Textiles,Bedding,3176.35,4935.21,2025-01-28,0
SKU0002,2025-08-04,133,656382.9299999999,4935.21,0,0,Textiles,Bedding,3176.35,4935.21,2025-01-28,0
SKU0002,2025-08-11,191,942625.1100000001,4935.21,0,1,Textiles,Bedding,3176.35,4935.21,2025-01-28,0
SKU0002,2025-08-18,185,913013.85,4935.21,0,0,Textiles,Bedding,3176.35,4935.21,2025-01-28,0
SKU0002,2025-08-25,197,972236.37,4935.21,0,0,Textiles,Bedding,3176.35,4935.21,2025-01-28,0
SKU0003,2024-05-13,1,8077.98,8077.98,0,0,Decor,Lighting,3718.05,8077.98,2024-05-17,0
SKU0003,2024-05-20,6,48467.88,8077.9800000000005,0,0,Decor,Lighting,3718.05,8077.98,2024-05-17,0
SKU0003,2024-05-27,17,122167.48,7536.617142857142,2,0,Decor,Lighting,3718.05,8077.98,2024-05-17,1
SKU0003,2024-06-03,21,129847.35,6183.21,7,0,Decor,Lighting,3718.05,8077.98,2024-05-17,1
SKU0003,2024-06-10,15,117380.15,7807.2985714285705,1,0,Decor,Lighting,3718.05,8077.98,2024-05-17,1
SKU0003,2024-06-17,11,88857.78,8077.9800000000005,0,0,Decor,Lighting,3718.05,8077.98,2024-05-17,0
SKU0003,2024-06-24,10,80779.79999999999,8077.9800000000005,0,0,Decor,Lighting,3718.05,8077.98,2024-05-17,0
SKU0003,2024-07-01,12,96935.76,8077.9800000000005,0,0,Decor,Lighting,3718.05,8077.98,2024-05-17,0
SKU0003,2024-07-08,11,88857.78,8077.9800000000005,0,0,Decor,Lighting,3718.05,8077.98,2024-05-17,0
SKU0003,2024-07-15,12,96935.76,8077.9800000000005,0,0,Decor,Lighting,3718.05,8077.98,2024-05-17,0
SKU0003,2024-07-22,18,145403.64,8077.9800000000005,0,0,Decor,Lighting,3718.05,8077.98,2024-05-17,0
SKU0003,2024-07-29,14,113091.72,8077.9800000000005,0,0,Decor,Lighting,3718.05,8077.98,2024-05-17,0
SKU0003,2024-08-05,13,105013.74,8077.9800000000005,0,0,Decor,Lighting,3718.05,8077.98,2024-05-17,0
SKU0003,2024-08-12,6,48467.88,8077.9800000000005,0,1,Decor,Lighting,3718.05,8077.98,2024-05-17,0
SKU0003,2024-08-19,16,129247.68,8077.9800000000005,0,0,Decor,Lighting,3718.05,8077.98,2024-05-17,0
SKU0003,2024-08-26,23,185793.53999999998,8077.9800000000005,0,0,Decor,Lighting,3718.05,8077.98,2024-05-17,0
SKU0003,2024-09-02,23,185793.54,8077.9800000000005,0,0,Decor,Lighting,3718.05,8077.98,2024-05-17,0
SKU0003,2024-09-09,10,80779.79999999999,8077.9800000000005,0,0,Decor,Lighting,3718.05,8077.98,2024-05-17,0
SKU0003,2024-09-16,25,201949.5,8077.9800000000005,0,0,Decor,Lighting,3718.05,8077.98,2024-05-17,0
SKU0003,2024-09-23,18,145403.63999999998,8077.9800000000005,0,0,Decor,Lighting,3718.05,8077.98,2024-05-17,0
SKU0003,2024-09-30,10,80779.79999999999,8077.9800000000005,0,1,Decor,Lighting,3718.05,8077.98,2024-05-17,0
SKU0003,2024-10-07,12,96935.76,8077.9800000000005,0,0,Decor,Lighting,3718.05,8077.98,2024-05-17,0
SKU0003,2024-10-14,11,88857.78,8077.9800000000005,0,0,Decor,Lighting,3718.05,8077.98,2024-05-17,0
SKU0003,2024-10-21,13,105013.73999999999,8077.9800000000005,0,0,Decor,Lighting,3718.05,8077.98,2024-05-17,0
SKU0003,2024-10-28,12,96935.76,8077.9800000000005,0,0,Decor,Lighting,3718.05,8077.98,2024-05-17,0
SKU0003,2024-11-04,35,244833.83000000002,7265.935714285713,3,0,Decor,Lighting,3718.05,8077.98,2024-05-17,1
SKU0003,2024-11-11,27,182104.77,6724.572857142857,5,0,Decor,Lighting,3718.05,8077.98,2024-05-17,1
SKU0003,2024-11-18,13,105013.73999999999,8077.9800000000005,0,0,Decor,Lighting,3718.05,8077.98,2024-05-17,0
SKU0003,2024-11-25,11,88857.78,8077.9800000000005,0,0,Decor,Lighting,3718.05,8077.98,2024-05-17,0
SKU0003,2024-12-02,14,113091.72,8077.9800000000005,0,0,Decor,Lighting,3718.05,8077.98,2024-05-17,0
SKU0003,2024-12-09,11,88857.78,8077.9800000000005,0,0,Decor,Lighting,3718.05,8077.98,2024-05-17,0
SKU0003,2024-12-16,25,165948.8,7265.935714285713,3,0,Decor,Lighting,3718.05,8077.98,2024-05-17,1
SKU0003,2024-12-23,38,234961.86,6183.21,7,1,Decor,Lighting,3718.05,8077.98,2024-05-17,1
SKU0003,2024-12-30,17,116483.15,7536.617142857142,2,1,Decor,Lighting,3718.05,8077.98,2024-05-17,1
SKU0003,2025-01-06,16,129247.68,8077.9800000000005,0,0,Decor,Lighting,3718.05,8077.98,2024-05-17,0
SKU0003,2025-01-13,6,48467.88,8077.9800000000005,0,0,Decor,Lighting,3718.05,8077.98,2024-05-17,0
SKU0003,2025-01-20,20,161559.6,8077.9800000000005,0,0,Decor,Lighting,3718.05,8077.98,2024-05-17,0
SKU0003,2025-01-27,26,210027.48,8077.9800000000005,0,0,Decor,Lighting,3718.05,8077.98,2024-05-17,0
SKU0003,2025-02-03,15,121169.7,8077.9800000000005,0,0,Decor,Lighting,3718.05,8077.98,2024-05-17,0
SKU0003,2025-02-10,19,153481.62,8077.9800000000005,0,0,Decor,Lighting,3718.05,8077.98,2024-05-17,0
SKU0003,2025-02-17,27,218105.46000000002,8077.9800000000005,0,0,Decor,Lighting,3718.05,8077.98,2024-05-17,0
SKU0003,2025-02-24,17,137325.66,8077.9800000000005,0,0,Decor,Lighting,3718.05,8077.98,2024-05-17,0
SKU0003,2025-03-03,22,177715.56,8077.9800000000005,0,0,Decor,Lighting,3718.05,8077.98,2024-05-17,0
SKU0003,2025-03-10,18,145403.63999999998,8077.9800000000005,0,0,Decor,Lighting,3718.05,8077.98,2024-05-17,0
SKU0003,2025-03-17,15,121169.7,8077.9800000000005,0,0,Decor,Lighting,3718.05,8077.98,2024-05-17,0
SKU0003,2025-03-24,19,153481.62,8077.9800000000005,0,0,Decor,Lighting,3718.05,8077.98,2024-05-17,0
SKU0003,2025-03-31,24,193871.52,8077.9800000000005,0,0,Decor,Lighting,3718.05,8077.98,2024-05-17,0
SKU0003,2025-04-07,18,145403.64,8077.9800000000005,0,0,Decor,Lighting,3718.05,8077.98,2024-05-17,0
SKU0003,2025-04-14,17,137325.66,8077.9800000000005,0,0,Decor,Lighting,3718.05,8077.98,2024-05-17,0
SKU0003,2025-04-21,9,72701.82,8077.9800000000005,0,0,Decor,Lighting,3718.05,8077.98,2024-05-17,0
SKU0003,2025-04-28,13,105013.73999999999,8077.9800000000005,0,0,Decor,Lighting,3718.05,8077.98,2024-05-17,0
SKU0003,2025-05-05,17,137325.66,8077.9800000000005,0,0,Decor,Lighting,3718.05,8077.98,2024-05-17,0
SKU0003,2025-05-12,13,105013.73999999999,8077.9800000000005,0,0,Decor,Lighting,3718.05,8077.98,2024-05-17,0
SKU0003,2025-05-19,11,88857.78,8077.9800000000005,0,0,Decor,Lighting,3718.05,8077.98,2024-05-17,0
SKU0003,2025-05-26,9,70807.05,7807.2985714285705,1,0,Decor,Lighting,3718.05,8077.98,2024-05-17,1
SKU0003,2025-06-02,27,166946.57,6183.21,7,0,Decor,Lighting,3718.05,8077.98,2024-05-17,1
SKU0003,2025-06-09,14,99828.31,7536.617142857142,2,0,Decor,Lighting,3718.05,8077.98,2024-05-17,1
SKU0003,2025-06-16,12,96935.76,8077.9800000000005,0,0,Decor,Lighting,3718.05,8077.98,2024-05-17,0
SKU0003,2025-06-23,13,105013.73999999999,8077.9800000000005,0,0,Decor,Lighting,3718.05,8077.98,2024-05-17,0
SKU0003,2025-06-30,10,80779.79999999999,8077.9800000000005,0,0,Decor,Lighting,3718.05,8077.98,2024-05-17,0
SKU0003,2025-07-07,20,161559.59999999998,8077.9800000000005,0,0,Decor,Lighting,3718.05,8077.98,2024-05-17,0
SKU0003,2025-07-14,13,105013.73999999999,8077.9800000000005,0,0,Decor,Lighting,3718.05,8077.98,2024-05-17,0
SKU0003,2025-07-21,6,48467.88,8077.9800000000005,0,0,Decor,Lighting,3718.05,8077.98,2024-05-17,0
SKU0003,2025-07-28,16,129247.68,8077.9800000000005,0,0,Decor,Lighting,3718.05,8077.98,2024-05-17,0
SKU0003,2025-08-04,12,96935.76,8077.9800000000005,0,0,Decor,Lighting,3718.05,8077.98,2024-05-17,0
SKU0003,2025-08-11,14,113091.72,8077.9800000000005,0,1,Decor,Lighting,3718.05,8077.98,2024-05-17,0
SKU0003,2025-08-18,11,88857.78,8077.9800000000005,0,0,Decor,Lighting,3718.05,8077.98,2024-05-17,0
SKU0003,2025-08-25,11,88857.78,8077.9800000000005,0,0,Decor,Lighting,3718.05,8077.98,2024-05-17,0
SKU0004,2024-07-08,51,172084.71,3374.2100000000005,0,0,Decor,Rugs,2285.15,3374.21,2024-07-12,0
SKU0004,2024-07-15,124,418402.04,3374.21,0,0,Decor,Rugs,2285.15,3374.21,2024-07-12,0
SKU0004,2024-07-22,124,418402.04,3374.21,0,0,Decor,Rugs,2285.15,3374.21,2024-07-12,0
SKU0004,2024-07-29,162,546622.02,3374.21,0,0,Decor,Rugs,2285.15,3374.21,2024-07-12,0
SKU0004,2024-08-05,119,401530.99,3374.21,0,0,Decor,Rugs,2285.15,3374.21,2024-07-12,0
SKU0004,2024-08-12,138,465640.98,3374.21,0,1,Decor,Rugs,2285.15,3374.21,2024-07-12,0
SKU0004,2024-08-19,157,529750.97,3374.21,0,0,Decor,Rugs,2285.15,3374.21,2024-07-12,0
SKU0004,2024-08-26,145,489260.45,3374.21,0,0,Decor,Rugs,2285.15,3374.21,2024-07-12,0
SKU0004,2024-09-02,134,452144.14,3374.21,0,0,Decor,Rugs,2285.15,3374.21,2024-07-12,0
SKU0004,2024-09-09,121,408279.41000000003,3374.21,0,0,Decor,Rugs,2285.15,3374.21,2024-07-12,0
SKU0004,2024-09-16,135,455518.35,3374.21,0,0,Decor,Rugs,2285.15,3374.21,2024-07-12,0
SKU0004,2024-09-23,164,553370.4400000001,3374.21,0,0,Decor,Rugs,2285.15,3374.21,2024-07-12,0
SKU0004,2024-09-30,184,620854.64,3374.21,0,1,Decor,Rugs,2285.15,3374.21,2024-07-12,0
SKU0004,2024-10-07,158,533125.18,3374.21,0,0,Decor,Rugs,2285.15,3374.21,2024-07-12,0
SKU0004,2024-10-14,141,475763.61,3374.21,0,0,Decor,Rugs,2285.15,3374.21,2024-07-12,0
SKU0004,2024-10-21,150,506131.5,3374.21,0,0,Decor,Rugs,2285.15,3374.21,2024-07-12,0
SKU0004,2024-10-28,140,472389.39999999997,3374.21,0,0,Decor,Rugs,2285.15,3374.21,2024-07-12,0
SKU0004,2024-11-04,211,620103.44,3048.8685714285716,3,0,Decor,Rugs,2285.15,3374.21,2024-07-12,1
SKU0004,2024-11-11,286,775241.26,2831.9742857142855,5,0,Decor,Rugs,2285.15,3374.21,2024-07-12,1
SKU0004,2024-11-18,160,539873.6,3374.21,0,0,Decor,Rugs,2285.15,3374.21,2024-07-12,0
SKU0004,2024-11-25,125,421776.25,3374.21,0,0,Decor,Rugs,2285.15,3374.21,2024-07-12,0
SKU0004,2024-12-02,155,523002.55,3374.21,0,0,Decor,Rugs,2285.15,3374.21,2024-07-12,0
SKU0004,2024-12-09,186,627603.06,3374.21,0,0,Decor,Rugs,2285.15,3374.21,2024-07-12,0
SKU0004,2024-12-16,182,552616.6,3048.8685714285716,3,0,Decor,Rugs,2285.15,3374.21,2024-07-12,1
SKU0004,2024-12-23,289,755757.7799999999,2615.0799999999995,7,1,Decor,Rugs,2285.15,3374.21,2024-07-12,1
SKU0004,2024-12-30,159,478805.42,3157.315714285714,2,1,Decor,Rugs,2285.15,3374.21,2024-07-12,1
SKU0004,2025-01-06,145,489260.45,3374.21,0,0,Decor,Rugs,2285.15,3374.21,2024-07-12,0
SKU0004,2025-01-13,154,519628.34,3374.21,0,0,Decor,Rugs,2285.15,3374.21,2024-07-12,0
SKU0004,2025-01-20,167,563493.0700000001,3374.21,0,0,Decor,Rugs,2285.15,3374.21,2024-07-12,0
SKU0004,2025-01-27,169,570241.49,3374.21,0,0,Decor,Rugs,2285.15,3374.21,2024-07-12,0
SKU0004,2025-02-03,146,492634.66000000003,3374.21,0,0,Decor,Rugs,2285.15,3374.21,2024-07-12,0
SKU0004,2025-02-10,128,431898.88,3374.21,0,0,Decor,Rugs,2285.15,3374.21,2024-07-12,0
SKU0004,2025-02-17,162,546622.02,3374.21,0,0,Decor,Rugs,2285.15,3374.21,2024-07-12,0
SKU0004,2025-02-24,168,566867.28,3374.21,0,0,Decor,Rugs,2285.15,3374.21,2024-07-12,0
SKU0004,2025-03-03,174,587112.54,3374.21,0,0,Decor,Rugs,2285.15,3374.21,2024-07-12,0
SKU0004,2025-03-10,155,523002.55000000005,3374.21,0,0,Decor,Rugs,2285.15,3374.21,2024-07-12,0
SKU0004,2025-03-17,169,570241.49,3374.21,0,0,Decor,Rugs,2285.15,3374.21,2024-07-12,0
SKU0004,2025-03-24,138,465640.98,3374.21,0,0,Decor,Rugs,2285.15,3374.21,2024-07-12,0
SKU0004,2025-03-31,149,502757.29000000004,3374.21,0,0,Decor,Rugs,2285.15,3374.21,2024-07-12,0
SKU0004,2025-04-07,159,536499.39,3374.21,0,0,Decor,Rugs,2285.15,3374.21,2024-07-12,0
SKU0004,2025-04-14,156,526376.76,3374.21,0,0,Decor,Rugs,2285.15,3374.21,2024-07-12,0
SKU0004,2025-04-21,121,408279.41,3374.21,0,0,Decor,Rugs,2285.15,3374.21,2024-07-12,0
SKU0004,2025-04-28,136,458892.56000000006,3374.21,0,0,Decor,Rugs,2285.15,3374.21,2024-07-12,0
SKU0004,2025-05-05,142,479137.81999999995,3374.21,0,0,Decor,Rugs,2285.15,3374.21,2024-07-12,0
SKU0004,2025-05-12,156,526376.76,3374.21,0,0,Decor,Rugs,2285.15,3374.21,2024-07-12,0
SKU0004,2025-05-19,149,502757.29,3374.21,0,0,Decor,Rugs,2285.15,3374.21,2024-07-12,0
SKU0004,2025-05-26,190,604661.6,3265.7628571428572,1,0,Decor,Rugs,2285.15,3374.21,2024-07-12,1
SKU0004,2025-06-02,264,690380.8,2615.0799999999995,7,0,Decor,Rugs,2285.15,3374.21,2024-07-12,1
SKU0004,2025-06-09,177,550928.16,3157.315714285714,2,0,Decor,Rugs,2285.15,3374.21,2024-07-12,1
SKU0004,2025-06-16,121,408279.41,3374.21,0,0,Decor,Rugs,2285.15,3374.21,2024-07-12,0
SKU0004,2025-06-23,130,438647.3,3374.21,0,0,Decor,Rugs,2285.15,3374.21,2024-07-12,0
SKU0004,2025-06-30,94,317175.74,3374.21,0,0,Decor,Rugs,2285.15,3374.21,2024-07-12,0
SKU0004,2025-07-07,151,509505.70999999996,3374.21,0,0,Decor,Rugs,2285.15,3374.21,2024-07-12,0
SKU0004,2025-07-14,128,431898.88,3374.21,0,0,Decor,Rugs,2285.15,3374.21,2024-07-12,0
SKU0004,2025-07-21,179,603983.59,3374.21,0,0,Decor,Rugs,2285.15,3374.21,2024-07-12,0
SKU0004,2025-07-28,159,536499.39,3374.21,0,0,Decor,Rugs,2285.15,3374.21,2024-07-12,0
SKU0004,2025-08-04,98,330672.58,3374.21,0,0,Decor,Rugs,2285.15,3374.21,2024-07-12,0
SKU0004,2025-08-11,175,590486.75,3374.21,0,1,Decor,Rugs,2285.15,3374.21,2024-07-12,0
SKU0004,2025-08-18,157,529750.97,3374.21,0,0,Decor,Rugs,2285.15,3374.21,2024-07-12,0
SKU0004,2025-08-25,140,472389.39999999997,3374.21,0,0,Decor,Rugs,2285.15,3374.21,2024-07-12,0
SKU0005,2024-11-11,82,459330.38,5601.59,0,0,Textiles,Bedding,3068.64,5601.59,2024-11-16,0
SKU0005,2024-11-18,160,896254.4,5601.590000000001,0,0,Textiles,Bedding,3068.64,5601.59,2024-11-16,0
SKU0005,2024-11-25,162,907457.5800000001,5601.590000000001,0,0,Textiles,Bedding,3068.64,5601.59,2024-11-16,0
SKU0005,2024-12-02,174,974676.66,5601.590000000001,0,0,Textiles,Bedding,3068.64,5601.59,2024-11-16,0
SKU0005,2024-12-09,208,1165130.72,5601.590000000001,0,0,Textiles,Bedding,3068.64,5601.59,2024-11-16,0
SKU0005,2024-12-16,297,1491665.91,5154.821428571428,3,0,Textiles,Bedding,3068.64,5601.59,2024-11-16,1
SKU0005,2024-12-23,298,1358619.98,4559.13,7,1,Textiles,Bedding,3068.64,5601.59,2024-11-16,1
SKU0005,2024-12-30,216,1097357.48,5303.744285714286,2,1,Textiles,Bedding,3068.64,5601.59,2024-11-16,1
SKU0005,2025-01-06,208,1165130.72,5601.590000000001,0,0,Textiles,Bedding,3068.64,5601.59,2024-11-16,0
SKU0005,2025-01-13,154,862644.86,5601.590000000001,0,0,Textiles,Bedding,3068.64,5601.59,2024-11-16,0
SKU0005,2025-01-20,149,834636.9099999999,5601.590000000001,0,0,Textiles,Bedding,3068.64,5601.59,2024-11-16,0
