date,sku_id,units_sold,revenue,unit_price,promo_flag
2024-11-12,SKU0001,53,364521.29,6877.76,1
2024-11-13,SKU0001,36,247599.37,6877.76,1
2024-11-14,SKU0001,49,337010.25,6877.76,1
2024-11-15,SKU0001,23,158188.49,6877.76,1
2024-11-16,SKU0001,9,69566.67,7729.63,0
2024-11-17,SKU0001,5,38648.15,7729.63,0
2024-11-18,SKU0001,1,7729.63,7729.63,0
2024-11-19,SKU0001,17,131403.71,7729.63,0
2024-11-20,SKU0001,20,154592.6,7729.63,0
2024-11-21,SKU0001,5,38648.15,7729.63,0
2024-11-22,SKU0001,13,100485.19,7729.63,0
2024-11-23,SKU0001,22,170051.86,7729.63,0
2024-11-24,SKU0001,0,0.0,7729.63,0
2024-11-25,SKU0001,9,69566.67,7729.63,0
2024-11-26,SKU0001,32,247348.16,7729.63,0
2024-11-27,SKU0001,21,162322.23,7729.63,0
2024-11-28,SKU0001,8,61837.04,7729.63,0
2024-11-29,SKU0001,17,131403.71,7729.63,0
2024-11-30,SKU0001,24,185511.12,7729.63,0
2024-12-01,SKU0001,19,146862.97,7729.63,0
2024-12-02,SKU0001,10,77296.3,7729.63,0
2024-12-03,SKU0001,17,131403.71,7729.63,0
2024-12-04,SKU0001,10,77296.3,7729.63,0
2024-12-05,SKU0001,27,208700.01,7729.63,0
2024-12-06,SKU0001,20,154592.6,7729.63,0
2024-12-07,SKU0001,18,139133.34,7729.63,0
2024-12-08,SKU0001,18,139133.34,7729.63,0
2024-12-09,SKU0001,25,193240.75,7729.63,0
2024-12-10,SKU0001,20,154592.6,7729.63,0
2024-12-11,SKU0001,24,185511.12,7729.63,0
2024-12-12,SKU0001,23,177781.49,7729.63,0
2024-12-13,SKU0001,8,61837.04,7729.63,0
2024-12-14,SKU0001,2,15459.26,7729.63,0
2024-12-15,SKU0001,19,146862.97,7729.63,0
2024-12-16,SKU0001,25,193240.75,7729.63,0
2024-12-17,SKU0001,2,15459.26,7729.63,0
2024-12-18,SKU0001,12,92755.56,7729.63,0
2024-12-19,SKU0001,22,170051.86,7729.63,0
2024-12-20,SKU0001,25,171944.01,6877.76,1
2024-12-21,SKU0001,18,123799.68,6877.76,1
2024-12-22,SKU0001,61,419543.38,6877.76,1
2024-12-23,SKU0001,16,110044.16,6877.76,1
2024-12-24,SKU0001,23,158188.49,6877.76,1
2024-12-25,SKU0001,53,364521.29,6877.76,1
2024-12-26,SKU0001,42,288865.93,6877.76,1
2024-12-27,SKU0001,36,247599.37,6877.76,1
2024-12-28,SKU0001,33,226966.09,6877.76,1
2024-12-29,SKU0001,25,171944.01,6877.76,1
2024-12-30,SKU0001,36,247599.37,6877.76,1
2024-12-31,SKU0001,46,316376.97,6877.76,1
2025-01-01,SKU0001,26,200970.38,7729.63,0
2025-01-02,SKU0001,19,146862.97,7729.63,0
2025-01-03,SKU0001,15,115944.45,7729.63,0
2025-01-04,SKU0001,32,247348.16,7729.63,0
2025-01-05,SKU0001,22,170051.86,7729.63,0
2025-01-06,SKU0001,22,170051.86,7729.63,0
2025-01-07,SKU0001,15,115944.45,7729.63,0
2025-01-08,SKU0001,12,92755.56,7729.63,0
2025-01-09,SKU0001,21,162322.23,7729.63,0
2025-01-10,SKU0001,16,123674.08,7729.63,0
2025-01-11,SKU0001,31,239618.53,7729.63,0
2025-01-12,SKU0001,10,77296.3,7729.63,0
2025-01-13,SKU0001,33,255077.79,7729.63,0
2025-01-14,SKU0001,20,154592.6,7729.63,0
2025-01-15,SKU0001,30,231888.9,7729.63,0
2025-01-16,SKU0001,24,185511.12,7729.63,0
2025-01-17,SKU0001,12,92755.56,7729.63,0
2025-01-18,SKU0001,19,146862.97,7729.63,0
2025-01-19,SKU0001,9,69566.67,7729.63,0
2025-01-20,SKU0001,12,92755.56,7729.63,0
2025-01-21,SKU0001,11,85025.93,7729.63,0
2025-01-22,SKU0001,30,231888.9,7729.63,0
2025-01-23,SKU0001,28,216429.64,7729.63,0
2025-01-24,SKU0001,18,139133.34,7729.63,0
2025-01-25,SKU0001,10,77296.3,7729.63,0
2025-01-26,SKU0001,8,61837.04,7729.63,0
2025-01-27,SKU0001,26,200970.38,7729.63,0
2025-01-28,SKU0001,27,208700.01,7729.63,0
2025-01-29,SKU0001,12,92755.56,7729.63,0
2025-01-30,SKU0001,13,100485.19,7729.63,0
2025-01-31,SKU0001,7,54107.41,7729.63,0
2025-02-01,SKU0001,15,115944.45,7729.63,0
2025-02-02,SKU0001,18,139133.34,7729.63,0
2025-02-03,SKU0001,20,154592.6,7729.63,0
2025-02-04,SKU0001,12,92755.56,7729.63,0
2025-02-05,SKU0001,26,200970.38,7729.63,0
2025-02-06,SKU0001,9,69566.67,7729.63,0
2025-02-07,SKU0001,8,61837.04,7729.63,0
2025-02-08,SKU0001,23,177781.49,7729.63,0
2025-02-09,SKU0001,10,77296.3,7729.63,0
2025-02-10,SKU0001,19,146862.97,7729.63,0
2025-02-11,SKU0001,10,77296.3,7729.63,0
2025-02-12,SKU0001,21,162322.23,7729.63,0
2025-02-13,SKU0001,11,85025.93,7729.63,0
2025-02-14,SKU0001,12,92755.56,7729.63,0
2025-02-15,SKU0001,10,77296.3,7729.63,0
2025-02-16,SKU0001,11,85025.93,7729.63,0
2025-02-17,SKU0001,22,170051.86,7729.63,0
2025-02-18,SKU0001,21,162322.23,7729.63,0
2025-02-19,SKU0001,35,270537.05,7729.63,0
2025-02-20,SKU0001,33,255077.79,7729.63,0
2025-02-21,SKU0001,2,15459.26,7729.63,0
2025-02-22,SKU0001,12,92755.56,7729.63,0
2025-02-23,SKU0001,12,92755.56,7729.63,0
2025-02-24,SKU0001,7,54107.41,7729.63,0
2025-02-25,SKU0001,5,38648.15,7729.63,0
2025-02-26,SKU0001,16,123674.08,7729.63,0
2025-02-27,SKU0001,9,69566.67,7729.63,0
2025-02-28,SKU0001,12,92755.56,7729.63,0
2025-03-01,SKU0001,11,85025.93,7729.63,0
2025-03-02,SKU0001,21,162322.23,7729.63,0
2025-03-03,SKU0001,17,131403.71,7729.63,0
2025-03-04,SKU0001,16,123674.08,7729.63,0
2025-03-05,SKU0001,12,92755.56,7729.63,0
2025-03-06,SKU0001,35,270537.05,7729.63,0
2025-03-07,SKU0001,9,69566.67,7729.63,0
2025-03-08,SKU0001,2,15459.26,7729.63,0
2025-03-09,SKU0001,9,69566.67,7729.63,0
2025-03-10,SKU0001,3,23188.89,7729.63,0
2025-03-11,SKU0001,16,123674.08,7729.63,0
2025-03-12,SKU0001,16,123674.08,7729.63,0
2025-03-13,SKU0001,10,77296.3,7729.63,0
2025-03-14,SKU0001,26,200970.38,7729.63,0
2025-03-15,SKU0001,11,85025.93,7729.63,0
2025-03-16,SKU0001,16,123674.08,7729.63,0
2025-03-17,SKU0001,7,54107.41,7729.63,0
2025-03-18,SKU0001,13,100485.19,7729.63,0
2025-03-19,SKU0001,22,170051.86,7729.63,0
2025-03-20,SKU0001,11,85025.93,7729.63,0
2025-03-21,SKU0001,1,7729.63,7729.63,0
2025-03-22,SKU0001,12,92755.56,7729.63,0
2025-03-23,SKU0001,15,115944.45,7729.63,0
2025-03-24,SKU0001,9,69566.67,7729.63,0
2025-03-25,SKU0001,14,108214.82,7729.63,0
2025-03-26,SKU0001,13,100485.19,7729.63,0
2025-03-27,SKU0001,14,108214.82,7729.63,0
2025-03-28,SKU0001,14,108214.82,7729.63,0
2025-03-29,SKU0001,14,108214.82,7729.63,0
2025-03-30,SKU0001,37,285996.31,7729.63,0
2025-03-31,SKU0001,18,139133.34,7729.63,0
2025-04-01,SKU0001,11,85025.93,7729.63,0
2025-04-02,SKU0001,28,216429.64,7729.63,0
2025-04-03,SKU0001,32,247348.16,7729.63,0
2025-04-04,SKU0001,14,108214.82,7729.63,0
2025-04-05,SKU0001,17,131403.71,7729.63,0
2025-04-06,SKU0001,38,293725.94,7729.63,0
2025-04-07,SKU0001,26,200970.38,7729.63,0
2025-04-08,SKU0001,28,216429.64,7729.63,0
2025-04-09,SKU0001,13,100485.19,7729.63,0
2025-04-10,SKU0001,23,177781.49,7729.63,0
2025-04-11,SKU0001,13,100485.19,7729.63,0
2025-04-12,SKU0001,18,139133.34,7729.63,0
2025-04-13,SKU0001,10,77296.3,7729.63,0
2025-04-14,SKU0001,4,30918.52,7729.63,0
2025-04-15,SKU0001,16,123674.08,7729.63,0
2025-04-16,SKU0001,12,92755.56,7729.63,0
2025-04-17,SKU0001,21,162322.23,7729.63,0
2025-04-18,SKU0001,10,77296.3,7729.63,0
2025-04-19,SKU0001,6,46377.78,7729.63,0
2025-04-20,SKU0001,21,162322.23,7729.63,0
2025-04-21,SKU0001,18,139133.34,7729.63,0
2025-04-22,SKU0001,19,146862.97,7729.63,0
2025-04-23,SKU0001,35,270537.05,7729.63,0
2025-04-24,SKU0001,18,139133.34,7729.63,0
2025-04-25,SKU0001,17,131403.71,7729.63,0
2025-04-26,SKU0001,11,85025.93,7729.63,0
2025-04-27,SKU0001,5,38648.15,7729.63,0
2025-04-28,SKU0001,30,231888.9,7729.63,0
2025-04-29,SKU0001,8,61837.04,7729.63,0
2025-04-30,SKU0001,12,92755.56,7729.63,0
2025-05-01,SKU0001,25,193240.75,7729.63,0
2025-05-02,SKU0001,14,108214.82,7729.63,0
2025-05-03,SKU0001,11,85025.93,7729.63,0
2025-05-04,SKU0001,17,131403.71,7729.63,0
2025-05-05,SKU0001,40,309185.2,7729.63,0
2025-05-06,SKU0001,15,115944.45,7729.63,0
2025-05-07,SKU0001,4,30918.52,7729.63,0
2025-05-08,SKU0001,29,224159.27,7729.63,0
2025-05-09,SKU0001,24,185511.12,7729.63,0
2025-05-10,SKU0001,10,77296.3,7729.63,0
2025-05-11,SKU0001,5,38648.15,7729.63,0
2025-05-12,SKU0001,10,77296.3,7729.63,0
2025-05-13,SKU0001,31,239618.53,7729.63,0
2025-05-14,SKU0001,30,231888.9,7729.63,0
2025-05-15,SKU0001,6,46377.78,7729.63,0
2025-05-16,SKU0001,23,177781.49,7729.63,0
2025-05-17,SKU0001,28,216429.64,7729.63,0
2025-05-18,SKU0001,0,0.0,7729.63,0
2025-05-19,SKU0001,26,200970.38,7729.63,0
2025-05-20,SKU0001,10,77296.3,7729.63,0
2025-05-21,SKU0001,29,224159.27,7729.63,0
2025-05-22,SKU0001,24,185511.12,7729.63,0
2025-05-23,SKU0001,26,200970.38,7729.63,0
2025-05-24,SKU0001,33,255077.79,7729.63,0
2025-05-25,SKU0001,0,0.0,7729.63,0
2025-05-26,SKU0001,16,123674.08,7729.63,0
2025-05-27,SKU0001,23,177781.49,7729.63,0
2025-05-28,SKU0001,16,123674.08,7729.63,0
2025-05-29,SKU0001,30,231888.9,7729.63,0
2025-05-30,SKU0001,30,231888.9,7729.63,0
2025-05-31,SKU0001,23,177781.49,7729.63,0
2025-06-01,SKU0001,34,233843.85,6877.76,1
2025-06-02,SKU0001,5,34388.8,6877.76,1
2025-06-03,SKU0001,30,206332.81,6877.76,1
2025-06-04,SKU0001,48,330132.49,6877.76,1
2025-06-05,SKU0001,16,110044.16,6877.76,1
2025-06-06,SKU0001,38,261354.89,6877.76,1
2025-06-07,SKU0001,39,268232.65,6877.76,1
2025-06-08,SKU0001,39,268232.65,6877.76,1
2025-06-09,SKU0001,0,0.0,6877.76,1
2025-06-10,SKU0001,17,116921.92,6877.76,1
2025-06-11,SKU0001,50,386481.5,7729.63,0
2025-06-12,SKU0001,15,115944.45,7729.63,0
2025-06-13,SKU0001,0,0.0,7729.63,0
2025-06-14,SKU0001,24,185511.12,7729.63,0
2025-06-15,SKU0001,17,131403.71,7729.63,0
2025-06-16,SKU0001,42,324644.46,7729.63,0
2025-06-17,SKU0001,31,239618.53,7729.63,0
2025-06-18,SKU0001,23,177781.49,7729.63,0
2025-06-19,SKU0001,35,270537.05,7729.63,0
2025-06-20,SKU0001,28,216429.64,7729.63,0
2025-06-21,SKU0001,40,309185.2,7729.63,0
2025-06-22,SKU0001,31,239618.53,7729.63,0
2025-06-23,SKU0001,3,23188.89,7729.63,0
2025-06-24,SKU0001,32,247348.16,7729.63,0
2025-06-25,SKU0001,23,177781.49,7729.63,0
2025-06-26,SKU0001,33,255077.79,7729.63,0
2025-06-27,SKU0001,13,100485.19,7729.63,0
2025-06-28,SKU0001,35,270537.05,7729.63,0
2025-06-29,SKU0001,35,270537.05,7729.63,0
2025-06-30,SKU0001,56,432859.28,7729.63,0
2025-07-01,SKU0001,15,115944.45,7729.63,0
2025-07-02,SKU0001,25,193240.75,7729.63,0
2025-07-03,SKU0001,20,154592.6,7729.63,0
2025-07-04,SKU0001,18,139133.34,7729.63,0
2025-07-05,SKU0001,11,85025.93,7729.63,0
2025-07-06,SKU0001,0,0.0,7729.63,0
2025-07-07,SKU0001,17,131403.71,7729.63,0
2025-07-08,SKU0001,22,170051.86,7729.63,0
2025-07-09,SKU0001,21,162322.23,7729.63,0
2025-07-10,SKU0001,33,255077.79,7729.63,0
2025-07-11,SKU0001,18,139133.34,7729.63,0
2025-07-12,SKU0001,29,224159.27,7729.63,0
2025-07-13,SKU0001,23,177781.49,7729.63,0
2025-07-14,SKU0001,25,193240.75,7729.63,0
2025-07-15,SKU0001,23,177781.49,7729.63,0
2025-07-16,SKU0001,43,332374.09,7729.63,0
2025-07-17,SKU0001,33,255077.79,7729.63,0
2025-07-18,SKU0001,26,200970.38,7729.63,0
2025-07-19,SKU0001,20,154592.6,7729.63,0
2025-07-20,SKU0001,23,177781.49,7729.63,0
2025-07-21,SKU0001,23,177781.49,7729.63,0
2025-07-22,SKU0001,52,401940.76,7729.63,0
2025-07-23,SKU0001,22,170051.86,7729.63,0
2025-07-24,SKU0001,27,208700.01,7729.63,0
2025-07-25,SKU0001,31,239618.53,7729.63,0
2025-07-26,SKU0001,22,170051.86,7729.63,0
2025-07-27,SKU0001,26,200970.38,7729.63,0
2025-07-28,SKU0001,0,0.0,7729.63,0
2025-07-29,SKU0001,31,239618.53,7729.63,0
2025-07-30,SKU0001,0,0.0,7729.63,0
2025-07-31,SKU0001,43,332374.09,7729.63,0
2025-08-01,SKU0001,13,100485.19,7729.63,0
2025-08-02,SKU0001,31,239618.53,7729.63,0
2025-08-03,SKU0001,15,115944.45,7729.63,0
2025-08-04,SKU0001,6,46377.78,7729.63,0
2025-08-05,SKU0001,26,200970.38,7729.63,0
2025-08-06,SKU0001,31,239618.53,7729.63,0
2025-08-07,SKU0001,13,100485.19,7729.63,0
2025-08-08,SKU0001,24,185511.12,7729.63,0
2025-08-09,SKU0001,47,363292.61,7729.63,0
2025-08-10,SKU0001,28,216429.64,7729.63,0
2025-08-11,SKU0001,27,208700.01,7729.63,0
2025-08-12,SKU0001,31,239618.53,7729.63,0
2025-08-13,SKU0001,46,355562.98,7729.63,0
2025-08-14,SKU0001,24,185511.12,7729.63,0
2025-08-15,SKU0001,0,0.0,7729.63,0
2025-08-16,SKU0001,17,131403.71,7729.63,0
2025-08-17,SKU0001,22,170051.86,7729.63,0
2025-08-18,SKU0001,9,69566.67,7729.63,0
2025-08-19,SKU0001,21,162322.23,7729.63,0
2025-08-20,SKU0001,24,185511.12,7729.63,0
2025-08-21,SKU0001,42,324644.46,7729.63,0
2025-08-22,SKU0001,36,278266.68,7729.63,0
2025-08-23,SKU0001,28,216429.64,7729.63,0
2025-08-24,SKU0001,27,208700.01,7729.63,0
2025-08-25,SKU0001,25,193240.75,7729.63,0
2025-08-26,SKU0001,30,231888.9,7729.63,0
2025-08-27,SKU0001,10,77296.3,7729.63,0
2025-08-28,SKU0001,0,0.0,7729.63,0
2025-08-29,SKU0001,17,131403.71,7729.63,0
2025-08-30,SKU0001,22,170051.86,7729.63,0
2025-08-31,SKU0001,37,285996.31,7729.63,0
2025-01-28,SKU0002,36,177667.56,4935.21,0
2025-01-29,SKU0002,28,138185.88,4935.21,0
2025-01-30,SKU0002,37,182602.77,4935.21,0
2025-01-31,SKU0002,28,138185.88,4935.21,0
2025-02-01,SKU0002,19,93768.99,4935.21,0
2025-02-02,SKU0002,29,143121.09,4935.21,0
2025-02-03,SKU0002,31,152991.51,4935.21,0
2025-02-04,SKU0002,32,157926.72,4935.21,0
2025-02-05,SKU0002,25,123380.25,4935.21,0
2025-02-06,SKU0002,48,236890.08,4935.21,0
2025-02-07,SKU0002,26,128315.46,4935.21,0
2025-02-08,SKU0002,18,88833.78,4935.21,0
2025-02-09,SKU0002,20,98704.2,4935.21,0
2025-02-10,SKU0002,28,138185.88,4935.21,0
2025-02-11,SKU0002,22,108574.62,4935.21,0
2025-02-12,SKU0002,60,296112.6,4935.21,0
2025-02-13,SKU0002,33,162861.93,4935.21,0
2025-02-14,SKU0002,28,138185.88,4935.21,0
2025-02-15,SKU0002,23,113509.83,4935.21,0
2025-02-16,SKU0002,49,241825.29,4935.21,0
2025-02-17,SKU0002,25,123380.25,4935.21,0
2025-02-18,SKU0002,20,98704.2,4935.21,0
2025-02-19,SKU0002,58,286242.18,4935.21,0
2025-02-20,SKU0002,32,157926.72,4935.21,0
2025-02-21,SKU0002,50,246760.5,4935.21,0
2025-02-22,SKU0002,30,148056.3,4935.21,0
2025-02-23,SKU0002,6,29611.26,4935.21,0
2025-02-24,SKU0002,30,148056.3,4935.21,0
2025-02-25,SKU0002,64,315853.44,4935.21,0
2025-02-26,SKU0002,65,320788.65,4935.21,0
2025-02-27,SKU0002,47,231954.87,4935.21,0
2025-02-28,SKU0002,24,118445.04,4935.21,0
2025-03-01,SKU0002,41,202343.61,4935.21,0
2025-03-02,SKU0002,16,78963.36,4935.21,0
2025-03-03,SKU0002,53,261566.13,4935.21,0
2025-03-04,SKU0002,28,138185.88,4935.21,0
2025-03-05,SKU0002,33,162861.93,4935.21,0
2025-03-06,SKU0002,34,167797.14,4935.21,0
2025-03-07,SKU0002,35,172732.35,4935.21,0
2025-03-08,SKU0002,47,231954.87,4935.21,0
2025-03-09,SKU0002,32,157926.72,4935.21,0
2025-03-10,SKU0002,18,88833.78,4935.21,0
2025-03-11,SKU0002,29,143121.09,4935.21,0
2025-03-12,SKU0002,27,133250.67,4935.21,0
2025-03-13,SKU0002,39,192473.19,4935.21,0
2025-03-14,SKU0002,45,222084.45,4935.21,0
2025-03-15,SKU0002,29,143121.09,4935.21,0
2025-03-16,SKU0002,19,93768.99,4935.21,0
2025-03-17,SKU0002,2,9870.42,4935.21,0
2025-03-18,SKU0002,19,93768.99,4935.21,0
2025-03-19,SKU0002,66,325723.86,4935.21,0
2025-03-20,SKU0002,35,172732.35,4935.21,0
2025-03-21,SKU0002,33,162861.93,4935.21,0
2025-03-22,SKU0002,50,246760.5,4935.21,0
2025-03-23,SKU0002,40,197408.4,4935.21,0
2025-03-24,SKU0002,31,152991.51,4935.21,0
2025-03-25,SKU0002,37,182602.77,4935.21,0
2025-03-26,SKU0002,58,286242.18,4935.21,0
2025-03-27,SKU0002,37,182602.77,4935.21,0
2025-03-28,SKU0002,50,246760.5,4935.21,0
2025-03-29,SKU0002,26,128315.46,4935.21,0
2025-03-30,SKU0002,35,172732.35,4935.21,0
2025-03-31,SKU0002,51,251695.71,4935.21,0
2025-04-01,SKU0002,27,133250.67,4935.21,0
2025-04-02,SKU0002,54,266501.34,4935.21,0
2025-04-03,SKU0002,20,98704.2,4935.21,0
2025-04-04,SKU0002,4,19740.84,4935.21,0
2025-04-05,SKU0002,4,19740.84,4935.21,0
2025-04-06,SKU0002,16,78963.36,4935.21,0
2025-04-07,SKU0002,39,192473.19,4935.21,0
2025-04-08,SKU0002,45,222084.45,4935.21,0
2025-04-09,SKU0002,39,192473.19,4935.21,0
2025-04-10,SKU0002,45,222084.45,4935.21,0
2025-04-11,SKU0002,16,78963.36,4935.21,0
2025-04-12,SKU0002,25,123380.25,4935.21,0
2025-04-13,SKU0002,32,157926.72,4935.21,0
2025-04-14,SKU0002,27,133250.67,4935.21,0
2025-04-15,SKU0002,48,236890.08,4935.21,0
2025-04-16,SKU0002,18,88833.78,4935.21,0
2025-04-17,SKU0002,48,236890.08,4935.21,0
2025-04-18,SKU0002,24,118445.04,4935.21,0
2025-04-19,SKU0002,46,227019.66,4935.21,0
2025-04-20,SKU0002,24,118445.04,4935.21,0
2025-04-21,SKU0002,31,152991.51,4935.21,0
2025-04-22,SKU0002,47,231954.87,4935.21,0
2025-04-23,SKU0002,40,197408.4,4935.21,0
2025-04-24,SKU0002,28,138185.88,4935.21,0
2025-04-25,SKU0002,36,177667.56,4935.21,0
2025-04-26,SKU0002,32,157926.72,4935.21,0
2025-04-27,SKU0002,20,98704.2,4935.21,0
2025-04-28,SKU0002,28,138185.88,4935.21,0
2025-04-29,SKU0002,33,162861.93,4935.21,0
