sku_id,week_start,forecast_units,forecast_lower,forecast_upper
SKU0019,2025-10-06,198.6,139.0,278.0
SKU0020,2025-09-01,55.8,39.0,78.0
SKU0020,2025-09-08,55.2,38.6,77.3
SKU0020,2025-09-15,54.0,37.8,75.6
SKU0020,2025-09-22,54.0,37.8,75.6
SKU0020,2025-09-29,54.7,38.3,76.6
SKU0020,2025-10-06,54.5,38.1,76.3
SKU0021,2025-09-01,38.5,27.0,53.9
SKU0021,2025-09-08,39.1,27.4,54.8
SKU0021,2025-09-15,38.4,26.9,53.8
SKU0021,2025-09-22,38.0,26.6,53.2
SKU0021,2025-09-29,38.5,27.0,53.9
SKU0021,2025-10-06,38.5,27.0,53.9
SKU0022,2025-09-01,251.8,176.2,352.4
SKU0022,2025-09-08,253.4,177.4,354.8
SKU0022,2025-09-15,252.0,176.4,352.9
SKU0022,2025-09-22,245.8,172.1,344.1
SKU0022,2025-09-29,250.8,175.5,351.1
SKU0022,2025-10-06,250.5,175.4,350.7
SKU0023,2025-09-01,262.2,183.6,367.2
SKU0023,2025-09-08,257.1,179.9,359.9
SKU0023,2025-09-15,247.6,173.3,346.6
SKU0023,2025-09-22,239.7,167.8,335.6
SKU0023,2025-09-29,251.7,176.2,352.3
SKU0023,2025-10-06,249.0,174.3,348.6
SKU0024,2025-09-01,313.2,219.2,438.4
SKU0024,2025-09-08,330.8,231.5,463.1
SKU0024,2025-09-15,329.8,230.8,461.7
SKU0024,2025-09-22,327.3,229.1,458.2
SKU0024,2025-09-29,293.4,205.4,410.8
SKU0024,2025-10-06,302.6,211.8,423.6
SKU0025,2025-09-01,115.2,80.7,161.4
SKU0025,2025-09-08,105.6,73.9,147.8
SKU0025,2025-09-15,101.5,71.0,142.0
SKU0025,2025-09-22,101.3,70.9,141.8
SKU0025,2025-09-29,105.9,74.1,148.3
SKU0025,2025-10-06,103.6,72.5,145.0
SKU0026,2025-09-01,289.2,202.5,405.0
SKU0026,2025-09-08,294.1,205.8,411.7
SKU0026,2025-09-15,269.6,188.7,377.5
SKU0026,2025-09-22,293.2,205.2,410.4
SKU0026,2025-09-29,282.6,197.8,395.7
SKU0026,2025-10-06,276.3,193.4,386.9
SKU0027,2025-09-01,197.6,138.3,276.6
SKU0027,2025-09-08,204.1,142.9,285.7
SKU0027,2025-09-15,219.6,153.7,307.4
SKU0027,2025-09-22,204.8,143.3,286.7
SKU0027,2025-09-29,200.6,140.4,280.8
SKU0027,2025-10-06,200.4,140.3,280.5
SKU0028,2025-09-01,309.0,216.3,432.6
SKU0028,2025-09-08,305.8,214.0,428.0
SKU0028,2025-09-15,315.9,221.2,442.3
SKU0028,2025-09-22,330.9,231.6,463.3
SKU0028,2025-09-29,315.4,220.8,441.6
SKU0028,2025-10-06,317.0,221.9,443.8
SKU0029,2025-09-01,77.1,54.0,107.9
SKU0029,2025-09-08,75.8,53.1,106.1
SKU0029,2025-09-15,76.1,53.3,106.5
SKU0029,2025-09-22,74.4,52.1,104.1
SKU0029,2025-09-29,74.7,52.3,104.6
SKU0029,2025-10-06,72.4,50.7,101.4
SKU0032,2025-09-01,243.2,170.3,340.5
SKU0032,2025-09-08,249.1,174.3,348.7
SKU0032,2025-09-15,251.3,175.9,351.9
SKU0032,2025-09-22,260.7,182.5,364.9
SKU0032,2025-09-29,251.1,175.8,351.5
SKU0032,2025-10-06,253.0,177.1,354.2
SKU0033,2025-09-01,149.9,104.9,209.8
SKU0033,2025-09-08,143.0,100.1,200.2
SKU0033,2025-09-15,140.0,98.0,196.0
SKU0033,2025-09-22,145.9,102.1,204.2
SKU0033,2025-09-29,146.6,102.6,205.2
SKU0033,2025-10-06,144.3,101.0,202.1
SKU0034,2025-09-01,222.5,155.7,311.5
SKU0034,2025-09-08,228.1,159.7,319.4
SKU0034,2025-09-15,230.1,161.0,322.1
SKU0034,2025-09-22,196.1,137.3,274.6
SKU0034,2025-09-29,241.9,169.3,338.6
SKU0034,2025-10-06,232.1,162.5,325.0
SKU0035,2025-09-01,206.2,144.3,288.6
SKU0035,2025-09-08,194.4,136.1,272.2
SKU0035,2025-09-15,194.7,136.3,272.6
SKU0035,2025-09-22,191.7,134.2,268.4
SKU0035,2025-09-29,187.6,131.3,262.7
SKU0035,2025-10-06,191.3,133.9,267.8
SKU0036,2025-09-01,146.5,102.6,205.1
SKU0036,2025-09-08,151.9,106.3,212.6
SKU0036,2025-09-15,146.6,102.6,205.2
SKU0036,2025-09-22,139.5,97.6,195.3
SKU0036,2025-09-29,146.1,102.3,204.6
SKU0036,2025-10-06,146.0,102.2,204.4
SKU0037,2025-09-01,160.9,112.7,225.3
SKU0037,2025-09-08,163.8,114.7,229.4
SKU0037,2025-09-15,160.9,112.6,225.2
SKU0037,2025-09-22,154.2,107.9,215.9
SKU0037,2025-09-29,165.6,115.9,231.8
SKU0037,2025-10-06,164.7,115.3,230.6
SKU0039,2025-09-01,185.3,129.7,259.5
SKU0039,2025-09-08,179.5,125.7,251.3
SKU0039,2025-09-15,179.2,125.4,250.9
SKU0039,2025-09-22,177.1,124.0,248.0
SKU0039,2025-09-29,184.9,129.4,258.8
SKU0039,2025-10-06,176.1,123.3,246.6
SKU0041,2025-09-01,159.8,111.8,223.6
SKU0041,2025-09-08,163.2,114.2,228.5
SKU0041,2025-09-15,160.5,112.3,224.7
SKU0041,2025-09-22,155.4,108.8,217.5
SKU0041,2025-09-29,159.7,111.8,223.6
SKU0041,2025-10-06,159.7,111.8,223.6
SKU0042,2025-09-01,41.9,29.3,58.6
SKU0042,2025-09-08,38.9,27.3,54.5
SKU0042,2025-09-15,40.8,28.6,57.2
SKU0042,2025-09-22,41.5,29.1,58.2
SKU0042,2025-09-29,42.5,29.7,59.5
SKU0042,2025-10-06,43.1,30.2,60.4
SKU0043,2025-09-01,56.5,39.6,79.1
SKU0043,2025-09-08,59.4,41.6,83.1
SKU0043,2025-09-15,58.2,40.8,81.5
SKU0043,2025-09-22,58.5,41.0,81.9
SKU0043,2025-09-29,58.2,40.7,81.4
SKU0043,2025-10-06,58.6,41.0,82.0
SKU0044,2025-09-01,44.8,31.3,62.6
SKU0044,2025-09-08,44.2,30.9,61.9
SKU0044,2025-09-15,43.0,30.1,60.2
SKU0044,2025-09-22,44.5,31.1,62.3
SKU0044,2025-09-29,44.1,30.9,61.7
SKU0044,2025-10-06,43.9,30.8,61.5
SKU0045,2025-09-01,140.4,98.3,196.6
SKU0045,2025-09-08,136.0,95.2,190.5
SKU0045,2025-09-15,128.0,89.6,179.1
SKU0045,2025-09-22,135.3,94.7,189.4
SKU0045,2025-09-29,129.6,90.7,181.4
SKU0045,2025-10-06,130.9,91.6,183.2
SKU0046,2025-09-01,83.2,58.3,116.6
SKU0046,2025-09-08,87.1,60.9,121.9
SKU0046,2025-09-15,81.3,56.9,113.9
SKU0046,2025-09-22,83.4,58.4,116.8
SKU0046,2025-09-29,83.8,58.6,117.3
SKU0046,2025-10-06,83.9,58.7,117.4
SKU0047,2025-09-01,208.0,145.6,291.2
SKU0047,2025-09-08,210.7,147.5,295.0
SKU0047,2025-09-15,218.3,152.8,305.6
SKU0047,2025-09-22,216.3,151.4,302.9
SKU0047,2025-09-29,207.7,145.4,290.7
SKU0047,2025-10-06,203.5,142.4,284.9
SKU0048,2025-09-01,257.0,179.9,359.8
SKU0048,2025-09-08,244.2,171.0,342.0
SKU0048,2025-09-15,244.6,171.2,342.4
SKU0048,2025-09-22,251.2,175.8,351.7
SKU0048,2025-09-29,249.3,174.5,349.0
SKU0048,2025-10-06,247.3,173.1,346.2
SKU0049,2025-09-01,142.8,100.0,199.9
SKU0049,2025-09-08,136.2,95.3,190.6
SKU0049,2025-09-15,135.6,94.9,189.8
SKU0049,2025-09-22,133.1,93.2,186.4
SKU0049,2025-09-29,133.7,93.6,187.2
SKU0049,2025-10-06,132.1,92.5,185.0
SKU0050,2025-09-01,98.0,68.6,137.3
SKU0050,2025-09-08,102.1,71.5,142.9
SKU0050,2025-09-15,99.3,69.5,139.0
SKU0050,2025-09-22,98.7,69.1,138.2
SKU0050,2025-09-29,97.7,68.4,136.7
SKU0050,2025-10-06,99.5,69.7,139.3
SKU0051,2025-09-01,162.6,113.8,227.6
SKU0051,2025-09-08,158.6,111.0,222.1
SKU0051,2025-09-15,154.2,107.9,215.8
SKU0051,2025-09-22,152.2,106.5,213.0
SKU0051,2025-09-29,154.4,108.1,216.2
SKU0051,2025-10-06,152.9,107.0,214.0
SKU0052,2025-09-01,359.2,251.5,503.0
SKU0052,2025-09-08,361.1,252.7,505.5
SKU0052,2025-09-15,352.6,246.8,493.6
SKU0052,2025-09-22,362.0,253.4,506.8
SKU0052,2025-09-29,358.7,251.1,502.2
SKU0052,2025-10-06,358.6,251.0,502.0
SKU0053,2025-09-01,201.5,141.0,282.1
SKU0053,2025-09-08,194.6,136.2,272.5
SKU0053,2025-09-15,198.3,138.8,277.6
SKU0053,2025-09-22,196.1,137.3,274.5
SKU0053,2025-09-29,197.6,138.3,276.7
SKU0053,2025-10-06,196.7,137.7,275.3
SKU0054,2025-09-01,96.6,67.7,135.3
SKU0054,2025-09-08,101.3,70.9,141.8
SKU0054,2025-09-15,97.1,68.0,136.0
SKU0054,2025-09-22,99.6,69.7,139.4
SKU0054,2025-09-29,96.0,67.2,134.5
SKU0054,2025-10-06,96.1,67.3,134.5
SKU0055,2025-09-01,116.8,81.7,163.4
SKU0055,2025-09-08,112.7,78.9,157.8
SKU0055,2025-09-15,111.6,78.1,156.3
SKU0055,2025-09-22,113.0,79.1,158.2
SKU0055,2025-09-29,113.5,79.5,158.9
SKU0055,2025-10-06,112.7,78.9,157.8
SKU0056,2025-09-01,63.0,44.1,88.2
SKU0056,2025-09-08,63.2,44.3,88.6
SKU0056,2025-09-15,66.3,46.4,92.8
SKU0056,2025-09-22,65.6,45.9,91.9
SKU0056,2025-09-29,64.6,45.2,90.4
SKU0056,2025-10-06,64.9,45.5,90.9
SKU0057,2025-09-01,64.8,45.4,90.7
SKU0057,2025-09-08,60.4,42.3,84.6
SKU0057,2025-09-15,65.8,46.1,92.1
SKU0057,2025-09-22,65.1,45.6,91.2
SKU0057,2025-09-29,66.1,46.2,92.5
SKU0057,2025-10-06,64.8,45.3,90.7
SKU0058,2025-09-01,144.0,100.8,201.6
SKU0058,2025-09-08,145.8,102.0,204.0
SKU0058,2025-09-15,140.4,98.3,196.6
SKU0058,2025-09-22,142.8,100.0,199.9
SKU0058,2025-09-29,143.2,100.3,200.5
SKU0058,2025-10-06,143.1,100.1,200.3
SKU0059,2025-09-01,158.0,110.6,221.2
SKU0059,2025-09-08,160.3,112.2,224.5
SKU0059,2025-09-15,154.9,108.4,216.8
SKU0059,2025-09-22,156.2,109.4,218.7
SKU0059,2025-09-29,156.9,109.8,219.7
SKU0059,2025-10-06,149.0,104.3,208.6
SKU0060,2025-09-01,131.2,91.9,183.8
SKU0060,2025-09-08,134.6,94.2,188.4
SKU0060,2025-09-15,130.2,91.1,182.3
SKU0060,2025-09-22,131.8,92.2,184.5
SKU0060,2025-09-29,131.9,92.4,184.7
SKU0060,2025-10-06,132.8,92.9,185.9
SKU0061,2025-09-01,377.1,264.0,528.0
SKU0061,2025-09-08,352.9,247.0,494.0
SKU0061,2025-09-15,394.8,276.3,552.7
SKU0061,2025-09-22,378.6,265.0,530.0
SKU0061,2025-09-29,398.8,279.1,558.3
SKU0061,2025-10-06,409.3,286.5,573.0
SKU0062,2025-09-01,81.8,57.2,114.4
SKU0062,2025-09-08,81.9,57.4,114.7
SKU0062,2025-09-15,77.4,54.2,108.4
SKU0062,2025-09-22,78.5,55.0,109.9
SKU0062,2025-09-29,79.9,55.9,111.9
SKU0062,2025-10-06,79.4,55.6,111.2
SKU0063,2025-09-01,236.8,165.8,331.6
SKU0063,2025-09-08,238.1,166.7,333.3
SKU0063,2025-09-15,227.8,159.5,319.0
SKU0063,2025-09-22,229.9,160.9,321.8
SKU0063,2025-09-29,222.2,155.5,311.0
SKU0063,2025-10-06,205.4,143.8,287.6
SKU0064,2025-09-01,166.0,116.2,232.4
SKU0064,2025-09-08,159.2,111.5,223.0
SKU0064,2025-09-15,161.1,112.7,225.5
SKU0064,2025-09-22,161.8,113.3,226.6
SKU0064,2025-09-29,162.0,113.4,226.8
SKU0064,2025-10-06,161.0,112.7,225.5
SKU0065,2025-09-01,289.6,202.7,405.4
SKU0065,2025-09-08,277.9,194.6,389.1
SKU0065,2025-09-15,247.4,173.2,346.4
SKU0065,2025-09-22,268.2,187.7,375.5
SKU0065,2025-09-29,267.2,187.0,374.0
SKU0065,2025-10-06,291.8,204.2,408.5
SKU0066,2025-09-01,32.0,22.4,44.8
SKU0066,2025-09-08,29.2,20.5,40.9
SKU0066,2025-09-15,29.6,20.7,41.4
SKU0066,2025-09-22,30.0,21.0,41.9
SKU0066,2025-09-29,30.2,21.1,42.3
SKU0066,2025-10-06,29.7,20.8,41.6
SKU0067,2025-09-01,265.8,186.0,372.0
SKU0067,2025-09-08,272.4,190.7,381.4
SKU0067,2025-09-15,272.0,190.4,380.9
SKU0067,2025-09-22,272.6,190.8,381.6
SKU0067,2025-09-29,270.7,189.5,379.0
SKU0067,2025-10-06,271.9,190.4,380.7
SKU0068,2025-09-01,266.6,186.6,373.3
SKU0068,2025-09-08,237.4,166.2,332.4
SKU0068,2025-09-15,254.6,178.2,356.4
SKU0068,2025-09-22,258.6,181.0,362.0
SKU0068,2025-09-29,278.7,195.1,390.2
SKU0068,2025-10-06,256.5,179.5,359.0
SKU0069,2025-09-01,149.2,104.5,209.0
SKU0069,2025-09-08,154.8,108.4,216.7
SKU0069,2025-09-15,159.3,111.5,223.0
SKU0069,2025-09-22,154.3,108.0,216.1
SKU0069,2025-09-29,154.4,108.1,216.2
SKU0069,2025-10-06,155.7,109.0,218.0
SKU0070,2025-09-01,88.8,62.1,124.2
SKU0070,2025-09-08,91.7,64.2,128.4
SKU0070,2025-09-15,90.9,63.6,127.2
SKU0070,2025-09-22,90.8,63.6,127.2
SKU0070,2025-09-29,90.5,63.4,126.7
SKU0070,2025-10-06,91.0,63.7,127.4
SKU0071,2025-09-01,80.7,56.5,113.0
SKU0071,2025-09-08,76.8,53.7,107.5
SKU0071,2025-09-15,83.8,58.7,117.4
SKU0071,2025-09-22,82.8,57.9,115.9
SKU0071,2025-09-29,78.4,54.9,109.7
SKU0071,2025-10-06,78.5,54.9,109.9
SKU0072,2025-09-01,165.5,115.8,231.7
SKU0072,2025-09-08,162.4,113.7,227.3
SKU0072,2025-09-15,162.0,113.4,226.8
SKU0072,2025-09-22,159.0,111.3,222.5
SKU0072,2025-09-29,162.2,113.5,227.1
SKU0072,2025-10-06,161.4,113.0,225.9
SKU0073,2025-09-01,374.0,261.8,523.6
SKU0073,2025-09-08,398.0,278.6,557.2
SKU0073,2025-09-15,390.8,273.5,547.0
SKU0073,2025-09-22,386.7,270.7,541.4
SKU0073,2025-09-29,387.4,271.2,542.3
SKU0073,2025-10-06,390.7,273.5,547.0
SKU0074,2025-09-01,280.8,196.6,393.1
SKU0074,2025-09-08,272.2,190.5,381.1
SKU0074,2025-09-15,256.9,179.8,359.6
SKU0074,2025-09-22,280.8,196.5,393.1
SKU0074,2025-09-29,275.8,193.1,386.1
SKU0074,2025-10-06,243.4,170.4,340.7
SKU0075,2025-09-01,239.1,167.3,334.7
SKU0075,2025-09-08,264.0,184.8,369.6
SKU0075,2025-09-15,255.2,178.6,357.3
SKU0075,2025-09-22,248.5,173.9,347.9
SKU0075,2025-09-29,254.2,177.9,355.9
SKU0075,2025-10-06,250.1,175.1,350.2
SKU0076,2025-09-01,76.5,53.5,107.1
SKU0076,2025-09-08,76.8,53.8,107.5
SKU0076,2025-09-15,75.8,53.1,106.1
SKU0076,2025-09-22,76.5,53.6,107.1
SKU0076,2025-09-29,76.0,53.2,106.4
SKU0076,2025-10-06,75.9,53.1,106.3
SKU0077,2025-09-01,13.8,9.6,19.2
SKU0077,2025-09-08,12.2,8.5,17.1
SKU0077,2025-09-15,10.5,7.3,14.7
SKU0077,2025-09-22,10.9,7.6,15.2
SKU0077,2025-09-29,11.8,8.3,16.5
SKU0077,2025-10-06,11.3,7.9,15.9
SKU0078,2025-09-01,170.2,119.2,238.4
SKU0078,2025-09-08,171.6,120.1,240.2
SKU0078,2025-09-15,167.0,116.9,233.7
SKU0078,2025-09-22,162.2,113.5,227.1
SKU0078,2025-09-29,167.7,117.4,234.8
SKU0078,2025-10-06,167.1,117.0,234.0
SKU0079,2025-09-01,247.5,173.2,346.5
SKU0079,2025-09-08,251.1,175.8,351.6
SKU0079,2025-09-15,261.4,183.0,366.0
SKU0079,2025-09-22,254.5,178.2,356.3
SKU0079,2025-09-29,276.9,193.8,387.7
SKU0079,2025-10-06,284.9,199.4,398.8
SKU0080,2025-09-01,33.2,23.3,46.6
SKU0080,2025-09-08,32.6,22.8,45.6
SKU0080,2025-09-15,31.5,22.0,44.0
SKU0080,2025-09-22,32.3,22.6,45.2
SKU0080,2025-09-29,32.4,22.7,45.4
SKU0080,2025-10-06,32.2,22.5,45.1
SKU0081,2025-09-01,29.8,20.8,41.7
SKU0081,2025-09-08,29.3,20.5,41.1
SKU0081,2025-09-15,31.0,21.7,43.4
SKU0081,2025-09-22,31.1,21.8,43.6
SKU0081,2025-09-29,30.7,21.5,42.9
SKU0081,2025-10-06,30.3,21.2,42.5
SKU0082,2025-09-01,170.2,119.2,238.4
SKU0082,2025-09-08,164.3,115.0,230.0
SKU0082,2025-09-15,160.6,112.4,224.9
SKU0082,2025-09-22,155.8,109.1,218.1
SKU0082,2025-09-29,162.8,113.9,227.8
SKU0082,2025-10-06,160.9,112.6,225.2
SKU0083,2025-09-01,70.8,49.5,99.0
SKU0083,2025-09-08,74.9,52.5,104.9
SKU0083,2025-09-15,70.9,49.6,99.3
SKU0083,2025-09-22,75.2,52.6,105.2
SKU0083,2025-09-29,72.9,51.1,102.1
SKU0083,2025-10-06,73.5,51.4,102.9
SKU0085,2025-09-01,31.2,21.9,43.8
SKU0085,2025-09-08,30.1,21.0,42.1
SKU0085,2025-09-15,29.3,20.5,41.1
SKU0085,2025-09-22,31.2,21.8,43.6
SKU0085,2025-09-29,30.4,21.3,42.6
SKU0085,2025-10-06,30.2,21.2,42.3
SKU0086,2025-09-01,88.6,62.0,124.0
SKU0086,2025-09-08,85.6,59.9,119.8
SKU0086,2025-09-15,88.6,62.0,124.0
SKU0086,2025-09-22,89.7,62.8,125.6
SKU0086,2025-09-29,88.1,61.7,123.4
SKU0086,2025-10-06,91.4,64.0,128.0
SKU0087,2025-09-01,116.3,81.4,162.8
SKU0087,2025-09-08,126.6,88.6,177.3
SKU0087,2025-09-15,127.9,89.5,179.0
SKU0087,2025-09-22,124.9,87.5,174.9
SKU0087,2025-09-29,129.2,90.5,180.9
SKU0087,2025-10-06,137.1,96.0,192.0
SKU0088,2025-09-01,132.1,92.5,185.0
SKU0088,2025-09-08,132.6,92.8,185.6
SKU0088,2025-09-15,137.0,95.9,191.8
SKU0088,2025-09-22,138.7,97.1,194.1
SKU0088,2025-09-29,125.6,87.9,175.8
SKU0088,2025-10-06,130.4,91.2,182.5
SKU0089,2025-09-01,91.3,63.9,127.8
SKU0089,2025-09-08,93.9,65.7,131.5
SKU0089,2025-09-15,94.8,66.3,132.7
SKU0089,2025-09-22,94.4,66.1,132.1
SKU0089,2025-09-29,91.8,64.2,128.5
SKU0089,2025-10-06,92.9,65.0,130.0
SKU0090,2025-09-01,215.2,150.7,301.3
SKU0090,2025-09-08,216.6,151.6,303.2
SKU0090,2025-09-15,212.5,148.7,297.4
SKU0090,2025-09-22,209.3,146.5,293.0
SKU0090,2025-09-29,213.4,149.4,298.8
SKU0090,2025-10-06,212.9,149.1,298.1
SKU0091,2025-09-01,78.0,54.6,109.2
SKU0091,2025-09-08,76.1,53.3,106.5
SKU0091,2025-09-15,77.7,54.4,108.8
SKU0091,2025-09-22,79.5,55.6,111.2
SKU0091,2025-09-29,76.6,53.7,107.3
SKU0091,2025-10-06,77.4,54.2,108.3
SKU0092,2025-09-01,142.1,99.4,198.9
SKU0092,2025-09-08,136.4,95.5,190.9
SKU0092,2025-09-15,133.0,93.1,186.2
SKU0092,2025-09-22,140.2,98.1,196.3
SKU0092,2025-09-29,143.2,100.2,200.5
SKU0092,2025-10-06,131.8,92.2,184.5
SKU0093,2025-09-01,218.1,152.6,305.3
SKU0093,2025-09-08,222.0,155.4,310.8
SKU0093,2025-09-15,218.7,153.1,306.2
SKU0093,2025-09-22,214.4,150.1,300.2
SKU0093,2025-09-29,218.9,153.2,306.4
SKU0093,2025-10-06,227.6,159.3,318.7
SKU0094,2025-09-01,64.1,44.9,89.8
SKU0094,2025-09-08,63.1,44.2,88.3
SKU0094,2025-09-15,64.4,45.1,90.2
SKU0094,2025-09-22,64.2,44.9,89.9
SKU0094,2025-09-29,64.7,45.3,90.6
SKU0094,2025-10-06,67.3,47.1,94.2
SKU0095,2025-09-01,148.0,103.6,207.2
SKU0095,2025-09-08,144.0,100.8,201.6
SKU0095,2025-09-15,137.5,96.2,192.5
SKU0095,2025-09-22,139.1,97.4,194.8
SKU0095,2025-09-29,142.2,99.5,199.0
SKU0095,2025-10-06,140.7,98.5,197.0
SKU0096,2025-09-01,100.2,70.2,140.4
SKU0096,2025-09-08,100.3,70.2,140.4
SKU0096,2025-09-15,98.4,68.9,137.7
SKU0096,2025-09-22,101.0,70.7,141.4
SKU0096,2025-09-29,100.0,70.0,140.0
SKU0096,2025-10-06,99.9,69.9,139.9
SKU0097,2025-09-01,270.2,189.2,378.3
SKU0097,2025-09-08,265.3,185.7,371.4
SKU0097,2025-09-15,256.4,179.5,358.9
SKU0097,2025-09-22,254.7,178.3,356.6
SKU0097,2025-09-29,261.7,183.2,366.3
SKU0097,2025-10-06,259.5,181.7,363.3
SKU0098,2025-09-01,262.2,183.6,367.2
SKU0098,2025-09-08,278.7,195.1,390.1
SKU0098,2025-09-15,269.9,189.0,377.9
SKU0098,2025-09-22,237.0,165.9,331.9
SKU0098,2025-09-29,244.4,171.1,342.1
